year,cofog_level1_code,dept_code,value
2004,07,Northern Irish LG Adjustment/Input,35243000.0
2004,04,Northern Irish LG Adjustment/Input,14263000.0
2006,10,Dept004,0.0
2004,04,ECG025,52000.0
2006,04,Dept090,47916000.0
2010,01,Dept085,625438580.7600001
2004,08,NIE099,80904000.0
2004,04,Dept026,132629000.01
2010,04,Dept090,55040000.00000001
2008,08,SCT075,181065000.0
2008,08,NIE099,132039000.0
2007,06,NIE099,998089000.0
2010,10,Dept085,104980000.0
2009,03,NIO081,1078290000.0
2008,02,Dept010,1713623000.0
2006,04,Dept075,9449000.0
2010,08,Northern Irish LG Adjustment/Input,0.0
2010,06,Northern Irish LG Adjustment/Input,0.0
2004,03,ARA035,11407000.0
2009,01,WOF091,7876000.0
2008,04,NAW090,1263889000.0
2007,01,DWP032,2483000.0
2010,01,HOA038,173089000.0
2006,08,DTI084,6365000.0
2007,07,England LA data,228159999.98999995
2007,03,Dept089,16626999.97
2010,10,Dept074,0.0
2010,10,Dept041,34878922000.04002
2008,10,Dept057,310000.0200000001
2005,10,SCT075,-3591000.0
2010,08,DCM048,4882000000.0
2005,01,Dept009,31073000.0
2008,01,NIO081,73610000.0
2005,08,Northern Irish LG Adjustment/Input,206169000.0
2008,03,Dept010,0.0
2008,02,Welsh LG Adjustment/Input,3313000.0
2005,05,Northern Irish LG Adjustment/Input,125364000.0
2010,08,NIE099,185994000.0
2006,01,DEC066,1000.0
2006,04,NAW090,1140487000.0
2010,10,Dept022,3122363102.1399994
2009,05,Dept084,191791144.04
2004,02,SCT075,2442000.0
2008,05,SCT075,178106000.0
2008,06,Dept085,3132027638.96
2006,01,DOH033,0.0
2009,01,DCM048,0.0
2010,01,DEC066,0.0
2010,01,SCO042,6124000.0
2008,01,DNS049,180957000.0
2010,01,Dept084,800000.0
2010,01,DPM085,36998000.0
2008,08,Dept090,24864999.989999995
2004,01,LCD047,1831000.0
2008,01,OPC060,25705000.0
2010,02,Welsh LG Adjustment/Input,0.0
2009,10,Scottish LG Adjustment/Input,4685071000.0
2006,01,Dept004,777400.0
2007,10,Dept075,432999999.97999996
2010,05,Dept004,0.0
2007,04,Dept004,9188878117.500004
2005,08,Welsh LG Adjustment/Input,319080000.0
2010,03,Scottish LG Adjustment/Input,0.0
2007,05,Dept084,201360000.03000003
2007,06,NAW090,181805000.0
2006,02,Dept017,110999.98999999999
2010,06,SCT075,1422317000.0
2007,09,Northern Irish LG Adjustment/Input,0.0
2007,05,Dept003,1232639778.1500013
2005,08,DCM048,3304700000.0
2009,04,Dept084,4343167369.439999
2005,04,EFR003,0.0
2007,06,Dept032,1704000.01
2007,05,DPM085,0.0
2008,06,Dept032,0.0
2004,05,Dept085,500000.0
2005,02,SCT075,1780000.0
2009,04,DFT004,212305000.0
2009,09,Northern Irish LG Adjustment/Input,0.0
2008,01,HOF034,0.0
2004,04,DTI084,309976000.0
2004,07,DTI084,212707000.0
2008,01,DCM048,0.0
2008,05,Dept004,0.0
2005,04,Dept057,19575999.959999997
2005,04,Dept003,3976574999.9899964
2007,01,Dept032,0.0
2008,10,Dept032,117946733761.56
2009,05,England LA data,5391879000.000002
2007,06,Northern Irish LG Adjustment/Input,133740000.0
2009,09,Dept062,324999.9999999999
2005,04,England LA data,8049692999.960003
2008,03,Dept004,276992823.02000004
2010,10,Dept048,-387600000.0
2008,03,Dept089,10579000.01
2010,09,NAW090,1568590000.0
2004,01,Dept047,55902999.980000004
2010,01,PCO065,0.0
2008,03,NIO081,1027548000.0
2010,10,Dept032,130968892076.3799
2009,04,BTI013,34018000.0
2005,03,ARA035,10103000.0
2006,10,Dept074,0.0
2006,01,Dept050,951000.0
2004,03,HGT089,0.0
2009,08,NIE099,157403000.0
2006,10,Dept030,112999999.99000001
2010,01,DFT004,47461000.0
2006,04,Dept025,31128000.0
2008,06,NIE099,1190333000.0
2008,05,Dept085,900000.0
2007,01,GEO064,81434000.0
2004,10,Dept004,0.0
2010,04,NAW090,1130344000.0
2010,05,England LA data,0.0
2004,03,Scottish LG Adjustment/Input,1090759000.0
2004,01,Dept009,29357999.979999997
2008,05,England LA data,4859689000.01
2005,01,GEO064,70920000.0
2010,03,TSC068,4048000.0
2006,10,Dept085,34775000.0
2005,03,Dept019,40494999.98
2007,01,WOF091,5004000.0
2004,01,Welsh LG Adjustment/Input,211855000.0
2006,09,SCT075,2324129000.0
2004,01,ONS005,0.0
2006,08,Dept084,104837000.00999999
2007,04,Dept048,53594000.010000005
2010,01,Dept009,29083999.980000004
2007,02,Welsh LG Adjustment/Input,3299000.0
2007,01,MOD017,44490000.0
2004,05,DEC066,0.0
2009,01,Welsh LG Adjustment/Input,300253000.0
2007,04,England LA data,8250527000.010001
2008,09,England LA data,45513460000.02
2006,07,Dept084,264161999.98
2006,01,England LA data,4073618999.97
2009,01,ONS005,6000000.0
2008,01,DES022,-30055000.0
2008,10,Dept030,107182000.0
2010,01,WOF091,4027000.0
2004,03,Dept019,33981999.99
2005,04,Dept022,9894392.11
2005,01,SCT075,430468000.0
2006,06,Welsh LG Adjustment/Input,281689000.0
2010,05,EFR003,0.0
2010,04,Dept088,33520000.01
2004,04,Dept090,27572000.0
2004,01,Dept048,13849000.01
2006,01,CEX086,26955117000.0
2008,02,Dept017,16941000.0
2007,08,England LA data,3860331999.9999995
2010,10,Dept010,1860317000.0300002
2008,02,Dept085,18716999.990000002
2006,03,Dept047,8239747000.000004
2006,01,HOC036,157284000.0
2007,01,GAD031,294000.0
2010,03,RCP046,0.0
2006,09,Dept084,12227942000.020025
2008,03,NIC081,142195000.0
2004,10,Dept057,122000.00000000012
2007,03,Dept010,0.0
2004,01,CES014,-66531000.0
2004,01,HOC036,135077000.0
2004,09,DTI084,0.0
2005,08,Dept085,0.0
2005,03,HMT087,0.0
2008,01,PCO065,0.0
2005,09,England LA data,38285281000.0
2006,02,HMT087,0.0
2008,04,NIE099,1509133000.0
2006,10,Dept048,-209700000.0
2008,01,DPM085,1117000.0
2009,07,NIE099,3305746000.0
2007,04,Dept085,1705448737.01
2008,10,Dept034,0.0
2008,10,Dept006,0.0
2006,03,Welsh LG Adjustment/Input,770131000.0
2004,04,Scottish LG Adjustment/Input,840886000.0
2005,10,Dept034,4140000.0100000007
2010,03,NIC081,121712000.0
2005,06,Scottish LG Adjustment/Input,231748000.0
2008,04,Scottish LG Adjustment/Input,1271297000.0
2007,01,Dept047,38828999.98000001
2006,10,England LA data,34064858999.98
2010,01,NIO081,38879000.0
2007,04,Dept041,144500000.0
2008,04,EFR003,0.0
2009,08,DCM048,4741500000.0
2004,03,Dept034,1175756000.0199997
2008,10,Dept075,0.0
2009,07,SCT075,10666113000.0
2008,08,Dept075,93392000.01000002
2010,01,Dept047,5942000.0
2006,01,CES014,-238503000.0
2009,03,England LA data,15234682999.99
2005,01,DFT004,0.0
2010,08,NAW090,90492000.0
2004,04,EFR003,0.0
2005,09,Dept084,11689848000.039986
2004,01,DPM085,4095000.0
2008,01,HOA038,168641000.0
2008,09,DTI084,0.0
2008,04,Dept090,52676000.0
2004,01,DEC066,3121000.0
2007,01,DFT004,0.0
2005,03,Welsh LG Adjustment/Input,726263000.0
2009,07,Dept033,98156992000.0
2008,06,Welsh LG Adjustment/Input,418302000.0
2010,01,CES014,50000000.0
2009,06,Northern Irish LG Adjustment/Input,122698000.0
2007,08,Dept048,2139095370.7399974
2005,01,DOH033,0.0
2004,05,DTI084,153297000.0
2007,01,DPM085,1468000.0
2005,03,Dept022,100043037.38000003
2009,02,HMT087,0.0
2010,10,Dept004,0.0
2010,05,Northern Irish LG Adjustment/Input,0.0
2009,04,SCT075,3158749000.0
2006,03,NIC081,121926000.0
2007,02,MOD017,31951462000.0
2008,01,SCO042,8852000.0
2005,01,LCD047,2217000.0
2006,04,DTI084,480442000.0
2010,09,Dept062,315000.01
2009,03,RCP046,0.0
2005,01,CAB010,8665000.0
2007,03,Dept085,96777745.61000001
2005,03,NIE099,68615000.0
2009,01,CPS016,5853000.0
2007,03,Dept019,46092000.02000001
2010,07,Dept048,111600000.0
2004,01,HOA038,140285000.0
2005,02,Welsh LG Adjustment/Input,3023000.0
2005,01,Dept005,179597999.99999994
2009,07,Dept048,111600000.0
2009,01,Dept027,822626999.9900002
2006,01,HGT089,0.0
2005,07,Dept033,72894265000.0
2007,10,Welsh LG Adjustment/Input,2143451000.0
2007,10,Dept057,287999.96
2006,08,Northern Irish LG Adjustment/Input,172385000.0
2007,05,Welsh LG Adjustment/Input,322754000.0
2006,10,Dept041,24591677919.86999
2008,04,Dept087,9361000000.0
2004,05,EFR003,0.0
2007,01,CPS016,0.0
2006,09,NAW090,1233237000.0
2007,10,SCT075,107301000.0
2004,04,Dept087,0.0
2006,04,Dept022,0.0
2008,05,Dept048,37900000.0
2004,04,Dept013,81672000.02
2006,01,Dept032,0.0
2007,01,Dept027,702872999.9600003
2007,02,Dept017,26130000.0
2010,08,SCT075,202434000.0
2009,03,Dept010,0.0
2010,08,Dept017,21599000.019999996
2005,06,ENG_HRA,1700956999.99
2010,03,SCT075,1170915000.0
2005,01,Dept067,37751999.99
2004,04,Dept032,2901345999.9199977
2009,01,Scottish LG Adjustment/Input,589517000.0
2009,03,HOF034,2051778000.0
2009,10,Welsh LG Adjustment/Input,2365265000.0
2008,01,Dept048,0.0
2010,04,Welsh LG Adjustment/Input,0.0
2005,04,Northern Irish LG Adjustment/Input,11987000.0
2008,08,DTI084,0.0
2005,05,Dept085,2274000.0400000005
2007,06,England LA data,4633985000.009999
2004,06,Welsh LG Adjustment/Input,272925000.0
2006,08,DCM048,3529210000.0
2010,01,ELC011,21663000.0
2009,01,Dept047,100800000.00000004
2007,03,Dept066,955000.0
2007,07,Dept033,83426649000.0
2004,01,DTI084,0.0
2008,06,SCT075,1541855000.0
2007,09,Welsh LG Adjustment/Input,2518392000.0
2004,02,Dept085,31696660.060000002
2006,01,ELC011,26480000.0
2004,08,Dept090,55086999.989999995
2007,01,Dept067,43140999.99
2006,06,Northern Irish LG Adjustment/Input,97840000.0
2006,01,DID030,-5220000.0
2005,04,Dept048,48983000.02
2006,01,DTI084,0.0
2004,10,Dept010,1041305999.97
2004,03,Dept066,0.0
2008,03,Dept085,168303257.15999997
2009,10,Dept017,3017380999.9999995
2007,09,Scottish LG Adjustment/Input,4916702000.0
2005,07,NIE099,2565257000.0
2005,07,SCT075,8516734000.0
2009,10,Dept085,175011557.28
2004,10,NAW090,162324000.0
2007,01,EFR003,0.0
2007,04,Dept088,29612000.009999998
2008,01,SCT075,496073000.0
2010,04,Dept025,29667000.0
2005,04,Dept075,10503000.0
2006,10,Dept034,-1000.0
2007,01,NAO050,75478000.0
2004,08,DPM085,0.0
2005,05,DPM085,0.0
2005,01,England LA data,3891956999.99
2008,05,Dept041,1000000.0100000001
2010,10,Dept075,0.0
2007,01,DNS049,150029000.0
2009,01,HOF034,83686000.0
2008,04,HMT087,-1048606000.0
2007,04,NIE099,1357825000.0
2007,07,NAW090,5242742000.0
2009,03,Dept019,40787999.97999999
2005,01,DID030,-255000.0
2006,10,NIO081,57548000.0
2010,03,Dept010,0.0
2006,01,Dept084,51037999.99000001
2006,01,Dept009,30403000.02
2005,10,Dept085,30909996.91
2010,05,Dept084,238752206.46
2009,04,Dept026,132313999.99000001
2004,10,Scottish LG Adjustment/Input,3616795000.0
2010,09,Welsh LG Adjustment/Input,0.0
2010,08,DPM085,0.0
2008,02,MOD017,34783712000.0
2007,03,Scottish LG Adjustment/Input,1212762000.0
2010,01,MOD017,0.0
2006,01,HOF034,0.0
2009,03,NIC081,140251000.0
2008,08,England LA data,4139314000.0
2008,01,Dept087,23288000.009999998
2008,01,Dept041,242799000.0
2008,01,NIE099,366505000.0
2004,10,Dept047,-12169999.989999998
2010,02,SCT075,4782000.0
2009,08,Welsh LG Adjustment/Input,310631000.0
2004,05,DPM085,0.0
2010,06,Welsh LG Adjustment/Input,0.0
2009,02,Dept085,1541000.0199999998
2005,07,NAW090,4629478000.0
2006,04,Dept057,23092000.0
2005,02,Dept010,1260912000.0
2008,10,Dept017,2974893000.0
2009,02,Dept017,9437000.01
2006,02,England LA data,50877999.989999995
2005,01,OPC060,23182000.0
2009,03,NAW090,60021000.0
2006,01,RMT087,0.0
2008,08,Dept085,4922343.7299999995
2006,03,HMT087,0.0
2010,03,LCD047,0.0
2010,01,HOL037,123270000.0
2004,08,Dept085,0.0
2009,03,HMT087,0.0
2007,01,ONS005,0.0
2005,09,Dept062,-1961000.0000000005
2010,08,Dept090,62518000.010000005
2005,04,Dept026,128785999.99
2010,03,NIE099,112419000.0
2009,06,England LA data,3882202000.01
2008,03,HGT089,0.0
2005,01,Dept010,289645000.0000001
2004,01,Dept085,652773907.29
2006,04,Dept088,30841000.02
2005,07,Dept022,7947314.95
2006,03,ARA035,16686000.0
2004,03,DWP032,0.0
2006,04,Dept074,75292999.99999999
2006,05,DTI084,188428000.0
2004,04,Dept066,1238371898.029999
2010,01,DCM048,100000.0
2008,04,ECG025,0.0
2005,05,Dept004,0.0
2009,01,Dept087,24685000.020000003
2006,07,Dept048,173300000.0
2007,09,Dept003,518999.99999999994
2005,05,Dept041,4999999.99
2007,04,HMT087,0.0
2007,04,Scottish LG Adjustment/Input,1224749000.0
2004,06,Dept003,3341999.99
2006,01,Scottish LG Adjustment/Input,493228000.0
2009,10,Dept006,0.0
2009,01,DES022,123133000.0
2008,10,SCT075,80788000.0
2009,05,Dept085,500000.0
2008,01,GEO064,57776000.0
2005,10,Dept057,-85999.97999999998
2009,04,Dept057,38149999.98
2004,04,NAW090,1017759000.0
2008,01,LCD047,0.0
2004,03,Dept004,137791063.92000002
2006,09,NIE099,2289708000.0
2005,09,Northern Irish LG Adjustment/Input,0.0
2005,03,Dept016,632507999.9799999
2005,10,Dept030,103757999.98
2004,01,DES022,-1004000.0
2006,01,DES022,-2739000.0
2010,01,DNS049,154233000.0
2007,08,Scottish LG Adjustment/Input,716663000.0
2008,10,Dept048,-209700000.0
2008,05,Dept066,1522207000.01
2004,01,HMT087,148986000.0
2010,01,Dept004,-500000.0
2008,04,SCT075,2978983000.0
2007,03,ARA035,0.0
2004,02,Dept004,1068000.05
2004,06,Dept085,2391974874.090001
2007,10,Dept074,0.0
2009,01,ELC011,23613000.0
2009,03,Dept089,15345999.970000003
2007,04,Dept003,3319228082.6100025
2007,08,Welsh LG Adjustment/Input,416651000.0
2004,08,DCM048,3145000000.0
2007,05,Dept085,620000.0
2007,01,DEC066,-34000.0
2004,07,Dept022,9669000.0
2005,01,HMT087,163504000.0
2008,08,DCM048,4610147000.0
2010,01,NAW090,661190000.0
2010,10,Dept084,598720000.0100001
2009,10,Dept041,33666781829.71998
2010,02,MOD017,33339949000.0
2008,04,Dept066,953400297.5900006
2007,01,HOL037,96845000.0
2007,05,Dept004,0.0
2007,01,PRO067,133000.0
2006,04,Dept004,9351215550.8
2009,04,Dept087,5311000000.0
2005,10,Dept004,0.0
2005,08,NAW090,56731000.0
2010,08,Dept048,2125940780.45
2005,03,HOF034,1893747000.0
2010,04,Dept013,62378000.019999996
2008,05,NAW090,127001000.0
2004,05,Dept084,199411000.01
2006,01,Dept045,51199000.0
2009,01,HOL037,94381000.0
2005,09,Welsh LG Adjustment/Input,2282402000.0
2008,03,Dept047,9406732999.899988
2008,05,Dept003,1195876940.4999998
2010,06,Dept032,0.0
2009,06,Dept003,-7008306.299999998
2005,10,NAW090,201859000.0
2006,10,Scottish LG Adjustment/Input,3691759000.0
2004,05,Dept066,749630604.87
2007,10,Dept048,-332200000.0
2008,04,DTI084,404033000.0
2008,03,Scottish LG Adjustment/Input,1215513000.0
2010,01,DWP032,137400000.0
2005,05,Dept048,225000000.0
2005,03,LCD047,0.0
2005,08,Dept075,42992999.95
2007,01,FCO027,1254548000.0
2005,04,DFT004,177308000.0
2004,01,IPS069,0.0
2004,08,DTI084,3765000.0
2005,01,DPM085,2552000.0
2004,05,Northern Irish LG Adjustment/Input,112443000.0
2008,05,EFR003,2386000.0
2008,05,Scottish LG Adjustment/Input,658770000.0
2009,05,Dept003,1311963346.3700004
2009,01,CEX086,31569274000.0
2010,04,Dept020,41541000.0
2005,01,DWP032,0.0
2010,01,Dept010,347610000.00000006
2006,04,Dept026,137469000.00000003
2005,01,Dept022,0.0
2009,06,Dept085,5296492269.180001
2004,02,Welsh LG Adjustment/Input,2455000.0
2008,05,Dept084,202287999.98000002
2008,10,Dept041,30070947981.48
2009,04,Dept074,76793000.00999999
2009,03,Dept022,135968841.2
2009,05,NIE099,58128000.0
2010,07,England LA data,0.0
2010,06,Dept085,3408256295.77
2008,09,Scottish LG Adjustment/Input,5121766000.0
2005,08,Dept048,2150138176.4800024
2008,09,SCT075,2401534000.0
2005,01,NIE099,305709000.0
2006,08,Dept048,2182874219.6300006
2007,05,DEC066,0.0
2007,01,Dept087,35377000.00999998
2009,02,England LA data,58749000.0
2005,10,Dept010,33153000.009999987
2006,10,Dept084,276138999.97999996
2004,05,NIE099,69373000.0
2008,10,England LA data,38246463000.00001
2004,08,Welsh LG Adjustment/Input,317226000.0
2006,08,Dept085,0.0
2006,03,England LA data,13550373999.99
2008,07,DTI084,357081000.0
2010,03,HMT087,0.0
2009,09,Dept048,111600000.0
2006,06,ENG_HRA,2056765999.9900005
2004,04,Dept003,4043514000.070001
2006,10,Dept032,104450778135.03
2010,03,NAW090,50901000.0
2006,06,Scottish LG Adjustment/Input,128959000.0
2006,09,Welsh LG Adjustment/Input,2405547000.0
2005,04,Dept090,45783000.0
2006,03,NIE099,78898000.0
2008,06,Northern Irish LG Adjustment/Input,118897000.0
2007,01,CES014,-52200000.0
2007,09,England LA data,42296194999.99
2009,03,NIE099,90779000.0
2005,01,Dept087,26786000.009999987
2010,10,Dept057,331999.98
2006,07,DTI084,259052000.0
2008,01,CEX086,28637821000.0
2009,10,NIO081,123081000.0
2004,04,Dept020,52239999.999999985
2008,01,DOH033,0.0
2008,04,Dept041,167500000.0
2009,05,Dept041,7999999.989999999
2010,04,Dept087,0.0
2006,08,NAW090,56037000.0
2007,09,NIE099,2429013000.0
2004,01,HOF034,0.0
2006,03,Dept089,10291999.979999999
2006,06,Dept003,-18987999.999999996
2010,03,DWP032,0.0
2006,06,NAW090,186121000.0
2006,01,NAO050,65980000.0
2006,01,OPC060,27651000.0
2005,01,Dept032,0.0
2004,07,NIE099,2393731000.0
2006,01,PCO065,0.0
2009,10,England LA data,41716374000.01
2008,08,Welsh LG Adjustment/Input,404144000.0
2005,01,ONS005,0.0
2010,03,Dept004,193547524.92999998
2005,04,Dept013,72252000.0
2010,07,Dept022,11315216.350000001
2008,03,Dept034,1702590999.9799984
2009,09,SCT075,2512309000.0
2004,01,EFR003,0.0
2005,10,NIO081,55616000.0
2009,10,Dept010,1502877999.999999
2007,04,Dept084,3453269284.1499987
2006,05,Welsh LG Adjustment/Input,332182000.0
2005,10,Dept041,23179274999.979996
2009,01,NAO050,83627000.0
2008,01,Dept067,40567999.99999999
2009,04,Dept022,21000000.0
2006,07,SCT075,8992344000.0
2009,01,NIE099,231158000.0
2005,04,Dept041,229249999.98
2007,10,Dept030,111626999.99999999
2006,05,Dept004,0.0
2008,01,Dept045,27070000.0
2005,05,NIE099,80175000.0
2004,01,England LA data,4108836999.9799995
2008,03,ARA035,0.0
2007,01,Dept048,26200000.0
2009,06,ENG_HRA,3097155000.0000005
2010,06,England LA data,0.0
2004,01,NIE099,272234000.0
2006,01,Dept027,667411999.9799999
2008,01,DTI084,0.0
2005,08,DPM085,0.0
2010,04,SCT075,2916811000.0
2006,01,ONS005,0.0
2010,04,ECG025,0.0
2008,04,Dept020,35884999.99
2004,04,Dept041,226599999.98000002
2007,02,SCT075,2647000.0
2004,04,England LA data,7375907999.990002
2004,01,NIO081,56920000.0
2009,09,NAW090,1504517000.0
2010,04,Dept057,36816000.02000001
2007,08,Dept090,52963000.02
2010,01,Dept022,0.0
2007,07,Dept084,266371000.01
2004,03,TSC068,0.0
2007,10,Dept004,0.0
2009,08,Dept085,14799999.990000002
2008,04,Dept048,54251579.8
2009,05,Dept048,111600000.0
2005,01,Welsh LG Adjustment/Input,285080000.0
2006,03,Dept010,0.0
2005,02,Dept004,108000.0
2008,03,Welsh LG Adjustment/Input,832864000.0
2007,10,Dept087,1896000.0000000002
2009,01,PCO065,0.0
2005,03,Scottish LG Adjustment/Input,1210848000.0
2008,02,Scottish LG Adjustment/Input,4955000.0
2004,06,Dept032,17019000.01
2007,05,EFR003,1923000.0
2005,01,IPS069,0.0
2010,01,Dept032,30491000.0
2010,01,HGT089,0.0
2010,01,HOC036,168067000.0
2005,01,ELC011,25640000.0
2010,10,Welsh LG Adjustment/Input,0.0
2004,10,Dept041,21185461999.940002
2009,04,Dept048,52126999.970000006
2006,01,HMT087,170058000.0
2006,02,Dept085,27035330.6
2009,01,HMT087,231857000.0
2007,08,Dept075,99457000.0
2006,04,Dept048,52660999.99
2010,04,Dept004,8991931381.180002
2008,04,Dept075,15426000.0
2005,10,Dept048,-223100000.0
2009,05,Dept004,4995000.0
2005,06,Dept003,-17261999.990000002
2007,01,DES022,0.0
2005,01,Dept027,668877000.0199999
2010,09,SCT075,2549080000.0
2009,09,Welsh LG Adjustment/Input,2693458000.0
2010,02,Dept004,316999.99
2008,01,England LA data,4582650000.0
2010,09,Scottish LG Adjustment/Input,0.0
2006,04,SCT075,2875165000.0
2004,05,Dept004,0.0
2005,06,SCT075,1174242000.0
2007,08,Northern Irish LG Adjustment/Input,229395000.0
2008,04,England LA data,9313433000.0
2005,09,NIE099,2211932000.0
2004,03,LCD047,0.0
2004,03,Dept047,7694954000.020002
2010,09,Dept048,111600000.0
2004,10,Dept032,99178217366.12993
2009,03,Dept085,122629000.03
2005,06,Welsh LG Adjustment/Input,274853000.0
2004,07,Dept048,190800000.0
2008,05,DTI084,196694000.0
2004,04,Dept048,48864000.0
2009,01,OPC060,34493000.0
2006,03,Dept004,175823898.06
2005,10,Dept075,0.0
2010,01,ONS005,16000000.0
2010,04,BTI013,34018000.0
2004,01,Dept010,181747000.01000005
2010,07,NIE099,3458948000.0
2004,03,NIO081,1006147000.0
2009,03,ARA035,0.0
2006,04,Dept087,0.0
2010,01,CAB010,24858000.0
2008,09,Northern Irish LG Adjustment/Input,0.0
2006,08,Dept090,53385000.000000015
2005,10,Dept022,1734055105.74
2005,08,Dept090,51326000.01000001
2007,01,LCD047,0.0
2009,10,Dept030,109995000.0
2010,01,DID030,364373000.0
2005,04,Dept006,9854000.020000001
2010,03,Dept034,1644975999.9999998
2004,02,Dept010,1112905000.0
2009,08,DPM085,800000.0
2010,05,Dept066,2545693999.9900002
2004,03,HMT087,0.0
2008,09,NIE099,2515551000.0
2008,05,Northern Irish LG Adjustment/Input,171573000.0
2005,03,England LA data,13142914000.04
2008,09,Dept062,1334000.01
2008,01,Dept050,32072000.03
2010,03,NIO081,1062537000.0
2005,04,Scottish LG Adjustment/Input,1012896000.0
2008,04,Dept013,59021000.0
2010,07,NAW090,6028022000.0
2006,05,Dept085,19955999.959999997
2010,01,ILR041,3845200000.0
2010,01,NIE099,315858000.0
2007,03,Dept016,653641000.0100002
2009,08,NAW090,90500000.0
2007,04,Dept032,2981847000.0100007
2006,01,ILR041,4398033000.0
2007,10,NIO081,59800000.0
2010,01,Welsh LG Adjustment/Input,0.0
2007,04,Dept013,55275000.01
2006,03,DWP032,0.0
2004,10,Dept022,1425855136.2500002
2007,01,Dept004,-400000.0
2006,03,DPM085,0.0
2008,03,NIE099,87038000.0
2006,01,Dept087,33566000.0
2010,05,Dept085,0.0
2009,04,Dept025,38407000.0
2010,01,IPS069,0.0
2006,05,NAW090,109741000.0
2006,05,Dept003,1298965350.9800014
2009,01,SCT075,634485000.0
2004,09,NIE099,2122501000.0
2007,06,SCT075,1544157000.0
2009,04,Dept088,33520000.01
2009,04,Dept090,53840000.00000001
2005,07,Dept048,225000000.0
2007,06,Scottish LG Adjustment/Input,202066000.0
2004,01,DFT004,0.0
2009,02,Dept010,1855702000.0
2006,09,Dept048,173300000.0
2007,04,Dept022,0.0
2008,01,CPS016,0.0
2008,06,Scottish LG Adjustment/Input,245088000.0
2006,09,Dept062,549999.9900000002
2006,01,Dept005,174382999.98000002
2008,04,Dept025,20959000.0
2010,01,PRO067,0.0
2006,05,EFR003,0.0
2007,01,Dept010,333417999.97
2007,03,England LA data,13914764000.009998
2005,04,Dept025,12899000.0
2009,03,Dept066,2000000.0100000002
2007,10,Dept047,94766000.00999999
2010,01,GAD031,266000.0
2004,01,Dept084,85326000.0
2006,01,HOL037,78000000.0
2007,01,HOF034,0.0
2010,04,Dept066,443511169.2199997
2009,01,DID030,208870000.0
2006,03,Dept085,37035343.52000001
2010,01,FCO027,1262192000.0
2009,04,Dept004,10097936463.870003
2008,01,FCO027,1240047000.0
2010,06,Scottish LG Adjustment/Input,0.0
2007,01,OPC060,23712000.0
2004,05,Dept041,1000000.0
2005,10,Dept084,460171000.01
2010,01,HMT087,205889000.0
2009,01,Dept084,1136999.97
2007,03,RCP046,34120000.0
2004,01,NAO050,59370000.0
2008,01,GAD031,-609000.0
2005,01,CES014,31459000.0
2009,05,DTI084,300887855.98
2009,01,England LA data,4495485999.9800005
2008,04,MOD017,33888000.0
2009,03,LCD047,0.0
2007,08,SCT075,188839000.0
2008,03,Dept016,656277999.9800001
2006,01,NIE099,337618000.0
2009,09,Scottish LG Adjustment/Input,5291736000.0
2010,05,NIE099,57802000.0
2005,01,DTI084,0.0
2004,03,SCT075,822780000.0
2007,01,HOA038,165355000.0
2005,07,DTI084,176042000.0
2004,01,Dept005,176804000.01999998
2005,04,DTI084,358940000.0
2010,05,DPM085,0.0
2005,03,Dept085,35876360.49
2007,10,Dept034,897000.01
2008,09,Welsh LG Adjustment/Input,2653535000.0
2008,07,NIE099,3239911000.0
2009,01,RMT087,0.0
2005,10,Dept033,-2431746000.020001
2007,01,Welsh LG Adjustment/Input,246871000.0
2009,05,Scottish LG Adjustment/Input,716472000.0
2010,01,Dept005,297182999.9899999
2008,05,DEC066,45111000.0
2010,08,England LA data,0.0
2008,05,NIE099,60804000.0
2007,01,SCO042,25259000.0
2004,01,DCM048,0.0
2007,02,England LA data,57254999.980000004
2007,01,SCT075,477494000.0
2010,04,EFR003,0.0
2007,01,Scottish LG Adjustment/Input,450056000.0
2006,07,NIE099,2797748000.0
2005,01,SCO042,13782000.0
2009,03,TSC068,2237000.0
2006,10,NAW090,110912000.0
2007,01,Dept050,4972000.029999999
2009,01,LCD047,0.0
2009,05,EFR003,2156000.0
2008,10,Dept087,2351000.0
2008,02,Dept004,666000.06
2010,01,Dept061,0.0
2004,09,Dept003,0.0
2007,05,Northern Irish LG Adjustment/Input,170285000.0
2009,06,SCT075,1628339000.0
2010,07,Dept084,337184045.15999997
2007,01,NAW090,403451000.0
2008,05,Welsh LG Adjustment/Input,383072000.0
2004,01,Dept045,28850000.0
2005,09,SCT075,2035192000.0
2007,01,HMT087,162494000.0
2006,04,Dept066,1394849855.79
2004,03,Dept016,600513999.9900001
2004,09,Welsh LG Adjustment/Input,2160547000.0
2010,04,Dept074,72919000.02000003
2008,03,Dept019,55019000.010000005
2008,08,Scottish LG Adjustment/Input,780569000.0
